ID	Name	Description	Option
act_jam_4	{@ab_jam_4}	{d@ab_jam_4}	
act_jam_5	{@ab_jam_5}	{d@ab_jam_5}	
act_yip_0	{@ab_yip_0}	{d@ab_yip_0}	
act_yip_1	{@ab_yip_1}	{d@ab_yip_1}	
act_yip_3	{@ab_yip_3}	{d@ab_yip_3}	
act_rock_0	{@ab_rock_0}	{d@ab_rock_0}	
act_rock_1	{@ab_rock_1}	{d@ab_rock_1}	
act_rock_5	{@ab_rock_5}	{d@ab_rock_5}	
act_spood_0	{@ab_spo_0}	{d@ab_spo_0}	
act_spood_1	{@ab_spo_1}	{d@ab_spo_1}	
act_spood_2	{@ab_spo_2}	{d@ab_spo_2}	
act_kirov_0	{@ab_kirov_0}	{d@ab_kirov_0}	
act_kirov_1	{@ab_kirov_1}	{d@ab_kirov_1}	
act_kirov_3	{@ab_kirov_3}	{d@ab_kirov_3}	
act_kirov_4	{@ab_kirov_4}	{d@ab_kirov_4}	
act_jzi_0	{@ab_jzi_0}	{d@ab_jzi_0}	
act_jzi_1	{@ab_jzi_1}	{d@ab_jzi_1}	
act_jzi_2	{@ab_jzi_2}	{d@ab_jzi_2}	
act_jzi_4	{@ab_jzi_4}	{d@ab_jzi_4}	
act_wp_0	{@ab_wp_0}	{d@ab_wp_0}	
act_wp_1	{@ab_wp_1}	{d@ab_wp_1}	
act_wp_2	{@ab_wp_2}	{d@ab_wp_2}	
act_wp_5	{@ab_wp_5}	{d@ab_wp_5}	
CharacterData			
cha_0	Yippo	A chubby caterpillar from the countryside. Always eager to prove himself, but he’s still too timid and clumsy. However, his clumsiness often leads him into unexpected situations. Everyone was surprised by this ordinary farm boy. [n][n] “Hi! I’m Yippo! I'm not sure how I ended up here.”	
cha_1	Jamie	A compassionate military surgeon. Gifted with healing skills inheritำก from the Moth clan. As she despises violence, Jamie decided to join the competition and make sure no one has lost to their life. However, with a twist of situation, she may have to put down her medkit and wield weapons instead! [n][n] “It’s only a game. So let's have a friendly competition!”	
cha_2	Mike	Former top tier EOD who spends his whole life with bombs. Despite his playfulness and easygoing manner, this ladybug is far crazier than you think. Mike doesn’t expect things from the competition more than his own enjoyment and the prize. [n][n] “Survival is overrated! Just dash into the field and make everything explode!”	
cha_3	Rockko	One of the high rank officers of The Savior. He’s not only gentle but also a powerful fighter. With his warrior instinct of the Beetle clan, Rockko devotes his life to protect the innocent bugs. He shows no mercy to anyone who disturb this peaceful town. [n][n] “Rockko, at your service!”	
cha_4	Spood	The genius middle aged inventor, who is ready to flood the arena with machines. It’s a rare occasion to see this spider steps outside his workshop. This time, Spood proudly presents his brand-new inventions to everyone! [n][n] “Behold! My masterpiece! I spent 1,530 hours 8 minute and 3.25 seconds on it!”	
cha_5	Kirov	The mysterious assassin, inside this nimble mantis’ shell is full of murderous aura. If you are the one on his list, don’t think to escape from his claw. Likewise, Although it’s just a competition, give up to hope he won’t be serious! [n][n] “No need to know me.”	
cha_6	Jezzika	An elder mosquito, the master of dark art from the pond. She may look aged and fragile, but don’t underestimate her. Her life-leeching spell made her live this long! Wherever you hide, if she catches a smell of your blood, be prepared for a curse! [n][n] “I can sense it in your blood... You are scared, aren’t you?”	
cha_7	Wespe	A fierce wasp mercenary. She is always ready to counter the attack with her painful sting. Beware of her bewitching smile that will melt your heart. Because next time, before you know it, you’ll realize she’s stolen your heart, your property, your secrets or even your life...  [n][n] “Hey! Lil’ cutie bug over there! Please go easy on me. ~”	
CharacterData (Role)			
role_cha_0	Fighter / Jungler	With his trusty musket gun and the impregnable leaf armor, he's ready to step in the arena.	
role_cha_1	Support / Disabler 	With power of healing, also causing trouble to enemies, anyone wants to join her team.	
role_cha_2	Nuker / AOE	Explosion is a passion. He can make a raging battlefield out of anything, at anywhere, and anytime.	
role_cha_3	Nuker / AOE / Initiator	Damage wild spread area by lifting the earth. He is ready to rush through anything in the way with his strongest armor.	
role_cha_4	Disabler / Ganker	Building an attack turret is his speciality. The chaotic nature of these machinations make it a good troblemaker.	
role_cha_5	Carry / Escape	Detect enemies movement using predator instinct, but to execute, he must wait until the right time.	
role_cha_6	Roamer / Ganker	Even without touching them, she can steal life force from enemies. It requires magic and good strategy.	
role_cha_7	Semi-Carry / Escape 	Attack all around furiously. She won't let someone attack her and walk away without fighting back.	
AbilityData			
ab_pass_0	Hidden Energy	Provides a chance to receive 1 energy point when breaking the block.	
ab_pass_1	Recycle Mastery	Provides a chance to receive 1 energy point when recycling an item.	
ab_pass_2	Scavenging Mastery	Increases your chance to receive more items from breaking the block.	
ab_pass_3	Energy Saver	Provides a chance to reduce energy costs when using an ability.	
ab_pass_4	Rampage Sparks	Provides a small chance to gain 1 energy point when doing a Rampage action.	
ab_pass_5	Hidden Sweets	Increases your chances to find {@act_24} from breaking the block.	
ab_pass_6	Rampage Bonus	Gain more Rampage Points at the end of the match.	
ab_pass_7	Coin Bonus	Gain more Coin at the end of the match.	
ab_pass_8	Exp. Bonus	Gain more Exp. at the end of the match.	
ab_pass_9	Rampage Coin Drop	Provides a chance to receive 1 additional Rampage Coin at the end of the match.	
ab_pass_10	Shovel Mastery	Increases the distance of Shovel by 1 block. 	
ab_pass_11	Spring Water	Provides a chance to gain 1 additional energy when using Supply.	
ab_mike_0	Dyna-Mike	Mike’s signature bomb. Can be thrown really far and it can cause widespread damage in the selected area.	
ab_mike_1	Bug Bomber	Bug Bomber is a landmine on steroids. Simply place it anywhere and waiting for someone to step on!	
ab_mike_2	Landmine Mastery	Add more range to lay Landmine on the block. Now it's time to enjoy trapping!	
ab_mike_3	Fiery Shrapnels	Make dangerous shrapnels even more dangerous! Causes shrapnels created to ignite the area where they land, creating damaging flames there.	
ab_mike_4	Bouncing Bomb	Improves  Dyna-Mike, causes it to bounce once it detonates, and detonates AGAIN where it lands. As if it is not dangerous enough already.	
ab_mike_5	Kamikaze	With little sanity left, Mike throws a Dyna-Mike at his feet, dealing damage in a wide area. Of course, he is hit by the explosion as well.	
ab_jam_0	Heal	Secret medical practice, exclusively use in Moth species. Heal will immediately restore a Life Point.	
ab_jam_1	Silent Powder	Sprinkle this strange powder to your target area. It’ll burn your enemy's eyes and your enemy will lose the ability to use Action Item.	
ab_jam_2	Blessing	Call upon blessing from heaven! Add a buff that gives more energy for a period of time. This ability affects to all team members.	
ab_jam_3	EMP	Throw an EMP to the target location, removes 2 Energy from an enemy hit.	
ab_jam_4	Cleansing Pollen	Shower the surrounding area with sweet pollen, removing all buffs and debuffs from all affected players.	
ab_jam_5	Wonder Guard	Shields {@cha_1} in a magical barrier, protecting her from ALL instances of damage until the barrier wears off.	
ab_jam_6	Siphoning Blast	Improves {@ab_jam_3}, causes it to restore her energy equal to energy removed from an affected enemy.	
ab_yip_0	One-shot	Shoot one shot for long-range, be careful because your location is going to be revealed to other players.	
ab_yip_1	Leaf Armor	Create an armor with leaves to protect yourself from one attack for a period of time.	
ab_yip_2	Mimicry	Improves {@ab_yip_1}, causing it to hides {@cha_0} from an enemy as long as the armor persists. You still reveal yourself using some actions so be careful!	
ab_yip_3	Toadstool	Toss a toadstool at the target. The enemy hit becomes dizzy for the duration. A Dizzy enemy has a chance to miss their attacks.	
ab_yip_4	Bombard	One-shot, three bullets just for one target! Create scatter damages from the selected area.	
ab_rock_0	Excavate	Rockko is going to use his horn to dig the ground and destroy everything on the block! Make him mad and he'll destroy you.	
ab_rock_1	Quick Dash	Dash to another block. Speed Dash will reveal other players’ locations when he dashes through their block.	
ab_rock_2	Landscaping	Improves {@ab_rock_0}. It is very satisfying to clean all that junk, is it not? Gives {@cha_3} a chance to gain Energy when he uses {@ab_rock_0} to destroy objects.	
ab_rock_3	Seismic Dash	When Rockko destroys an environment object, he will get more charge to {@ab_rock_1}. When performing this ability, he will destroy the target block.	
ab_rock_4	Beetle Bump	Improves all active abilities of {@cha_3}, When use an ability. The enemy in the target block has a chance to get {@bf_14}.	
ab_rock_5	Stomp	Slamming down to the ground! Makes enemies nearby revealed!	
ab_spo_0	Turret Machine	Set up a turret, and wait until it ready to work! The capability of the turret machine is up to Spood's mood.	
ab_spo_1	Web Trap	Build a spider web on a target area, for locking the enemy. Don't let anyone go out for a period of time.	
ab_spo_2	SpiderBot	Spread some spider bots out, to reveal all enemy positions around you.	
ab_spo_3	Artificial Intelligence	Each time you use an ability, {@ab_spo_2} will gain a charge. At max charges, the next {@ab_spo_0} will creates either {@ab_spo_0} or {@ab_spo_1} on its target location.	
ab_spo_4	Fail-Safe Mechanism	Improves {@ab_spo_0}. If an improved turret was destroyed while being incomplete, gives it a chance to deploy 2 SpiderBots in retaliation.	
ab_spo_5	Spider Swarm	Improves {@ab_spo_2}, gives it a chance to deploy twice as many of SpiderBots in one use.	
ab_kirov_0	Pounce	Dash to attack the enemy with sharp front legs! ..but don't use it in the bush.	
ab_kirov_1	Hunter Instinct	Concentrate to detect any movement of surrounding enemies for a period of time.	
ab_kirov_2	Cleave	Improves {@ab_kirov_0}, causes {@cha_5} to slash in a wide arc once he reaches the destination, dealing damage in an area.	
ab_kirov_3	Furious Slashes	Blow up enraged, randomly crushing the entire arena like crazy! But will it hit? That's not something Kirov needs to care about.	
ab_kirov_4	Boomerang Blade	{@cha_5} detaches his arm and throws it as it is a boomerang, dealing damage to everything in its path.	
ab_jzi_0	Life Leech	Steals one life point of the enemy at the target, and bring it to your Jezzika!	
ab_jzi_1	Demon Ward 	Set the hidden Demon Ward on the floor. When anyone attacks the ward, Will be cursed and receive damage!	
ab_jzi_2	Essence Thief	Steals 1 buff from the target if you are lucky, or 1 debuff if you are not.	
ab_jzi_3	Shadow Image	Each time you use an ability, {@ab_jzi_1} will gain a charge. At max charges, the next {@ab_jzi_1} will be imbued with shadowy glamor, changing its appearance to a perfect image of {@cha_6}, deceiving her enemies even further.	
ab_jzi_4	Voodoo Doll	Bestow a curse upon your target, linking their spirit to {@cha_6} and causing them to take the same damage as she does for the duration.	
ab_wp_0	Fan of Knives	Tosses daggers around, damaging all nearby enemies.	
ab_wp_1	Stinger	Dash to attack the target with the stinger, and back to your position with charming!	
ab_wp_2	Feint	{@cha_7} prepares to retaliate against attacks while feigning her vulnerability. Once an enemy hits her, she will readily toss {@ab_wp_0} back at them.	
ab_wp_3	Heartpiercer	{@cha_7} is an expert flier. Improves {@ab_wp_1}. When dash to attack, it'll also cause damage to the enemies who stay in her route.	
ab_wp_4	Envenom	Improves {@ab_wp_2}, causes it to apply {@bf_2} on all enemies damaged by the ability. {@bf_2} lasts for some time, and prevent its target from using any action items or abilities.	
ab_wp_5	Fly	{@cha_7} unfolds her wings and flies up to the sky for a turn. While being airborne, she’ll reveal herself but also see all enemies. but also be aware of their positions. The flight also helps her avoid all ground attacks for the duration.	
GameActivityData			
gact_0	Rapid Collapse	Get inside if you wanna live! The outer area is about to explode randomly!	
gact_1	AirDrop	Hey, what’s inside the AirDrop? Let’s check it!	
gact_2	Sun Flower	It's a flower of the sun, not to be confused with sunflower. Sun Flower will increase Life Point for those who have found it.	
gact_3	Moon Flower	Flower of the moon. The bugs like to around this flower because it will feel powerful. Moon Flower will increase Energy Charge.	
gact_4	Flag Relocation	The flag is about to move! If you are close to the flag, then collect it or regret your decision and pray that it’ll move closer to you.	
gact_5	Arena Shelling	No one knows when the arena is gonna get hit by cannonballs! May luck be with you. Hopefully, the cannonball won’t land on your block.	
gact_6	Earthquake	An earthquake in the random area of the arena. If you are in the area during the earthquake, your position is going to be revealed to other players.	
gact_7	Heavy Rain	Rain in the arena. Aside from changing the arena atmosphere, it also regenerate the grasses on lawn blocks. 	
gact_8	Mushroom	สุ่มเกิดเห็ด ( สุ่มเกิดเห็ด 2Wlak / 2Action )	
gact_9	Shuffle	 สลับตำแหน่งผู้เล่นทุกคนในเกม	
gact_10	Ice Age	หิมะตกเป็นเวลา 4 เทริน เมื่อหิมะหยุดทุกธงจะถูกปกคลุมด้วยหิมะ ทำให้ไม่สามารถซ้อนตัวบนพื้นหญ้าได้ 4 เทริน	
ItemBagData			
Material			
material_0	Branch	Just the branch that fell from a tree. Still don't know what to use to do with it.	
material_1	Fabric	Low-quality material, a piece of cloth. It may be useful.	
material_2	Wire	Low-quality material, old wire. One day probably uses.	
material_3	Nail	Low-quality material, old nails. It should be useful someday.	
material_4	Gunpowder	Medium-quality material, gunpowder. Try to imagine what you can use it to do.	
material_5	Hex Nut	Medium-quality material, hex nut for use in craftsmanship.	
material_6	Gear	High-quality material, brand new gears. One day you must use it!	
material_7	Bullet Shell	High-quality material, the delicate shell casings. It can definitely be used!	
material_8	Letter Shard	Piece of {@character_recipe}. Collect and exchange it for a new letter. And use it for inviting the new champion to join your team!	
material_9	Sachet Shard	Piece of {@gacha_pack1}. Collect and exchange it with a new sachet. And open it to get the new costume for your champion!	
material_10	Pocket Watch	Luxurious pocket watch. Invaluable for all of the bugs at The Last Bug village. You should keep it that good!	
material_11	Iron Ore	Iron ore. Can be used to enhance ability for your {@costume}.	
material_12	Premium Iron Ore	Premium Iron Ore. Can be used to enhance better ability for your {@costume}.	
material_13	Rare Iron Ore	Rare Iron Ore.  Can be used to enhance awesome ability for your {@costume}. 	
material_gift	Rampage Coin	The coin from Rampage points received after the end of the competition. You can use it to open the {@chest_gift}.	
material_flag	Winner Flag	The flag symbol is a reward for the challenger who grabs the flag. You can use it to open the {@chest_winner}!	
material_halloween	Halloween Coin	The Halloween event coin received by destroying the {@env_fest_0}. Use to open the {@chest_halloween} or exchange somethings at {@menu_market}. Just use it before the event has gone...	
material_festival	Festival Popper	Festival Popper is the special material received from completing activities in the period time of the event. You can use it to exchange for some special items. That will differ for each festival!	
Inapp			
com.goodmood.lastbug.gem.01	Bundle of Gems	The smallest pack of gems, take it and go shopping at The Last Bug village.	
com.goodmood.lastbug.gem.02	Pile of Gems	The small pile of gems, take it, and go shopping at The Last Bug village.	
com.goodmood.lastbug.gem.03	Line up of Gems	The line up of gems, take it, and go shopping at The Last Bug village.	
com.goodmood.lastbug.gem.04	Bag of Gems	The bag of gems, take it and go shopping at The Last Bug village.	
com.goodmood.lastbug.gem.05	Chest of Gems	The chest of gems, take it, and go shopping at The Last Bug village.	
com.goodmood.lastbug.gem.06	Extra Chest of Gems	The extra chest of gems, take it, and go shopping at The Last Bug village.	
Gacha			
chest_gift	Rampage Chest	Use Rampage Coin to open it.	
chest_time	Time Chest	Wait the right time to open it.	
chest_winner	Winner Chest	Use Winner Flag to open it.	
chest_halloween	Halloween Chest	Use {@material_halloween} to open it.	
gacha_box1	Wooden Box	Plain wooden box, it is not clear what is inside. But would be normal... If you are lucky, it may be rare items.	
gacha_box2	Military Box	General military box, in the box there are many items. What will be inside!? Try to open is. Hope you are lucky.	
gacha_box3	Rare Military Box	A strong military box, with many special items, is waiting for you! That cannot be found in the wooden box for sure! You have the opportunity to get more rare items.	
gacha_box4	Epic Military Box	The strongest military box, You will find many special items. Rare items are not far away. Open it to make a dream come true. Good luck awaits you!	
gacha_pack1	Fashion Pack	A sachet of bugs costume. There is a skin for your champion inside! 	
gacha_pack2	High-Fashion Pack	A high-level sachet of bugs costume. Believe in your destiny. It's time to show off a rare costume to friends!	
PocketItem			
none_pocketitem	None	{@info_pocket} is not selected. You can change your mind!	
pocket_1	Health Box	In a difficult situation, let your champion eat this Apple to increase 1 life point.	
pocket_2	Sweety Box	The sweets can boost your champion energy. Good luck to you!	
pocket_3	Hunter Box	Inside this pocket is an item for finding the enemy. After that, it's up to you what to do with them!	
pocket_4	Spring Box	There is a {@act_22} inside. Wish you have fun with trapping!	
pocket_5	TNT Box	Inside is a rare item {@act_26} , a deadly devastated power.	
pocket_6	Lighting Box	Recommended for Lighting Control lover! You can use it safely and remain hidden.	
pocket_7	Gangster Box	If you are the aggressive one, don't forget to bring this trusty bat and molotov.	
pocket_8	Drunkard Box	Recommended for the prankster who love causing hilariously confusion. 	
pocket_9	Happy Meal Box	Recommended for the pacifist. Inside there are food and medicine.	
pocket_10	Warrior Box	Recommended for melee fighter. Hammer and shield will satisfy your fury.	
pocket_11	Detonate Box	With a provided load of heavy weapons, unleash your power to defy anyone in your way.	
pocket_12	Weapon Box	Recommended for the professional hitman, with a set of accuracy-based firearms .	
pocket_13	Relocate Box	if you got yourself into a disadvantage point. Teleportation may change the situation.	
pocket_14	Trapper Box	A precisely prediction of trapping will give you an advantage.	
			
Recipe			
character_recipe	Champion Letter	Invitation letter for recruiting the champion you wanted for the team!	
blueprint_recipe	Blueprint Recipe		
finishhim_recipe	Finishing Shot Recipe		
character_rent	Champion Rent	The temporary contract letter, you can use it to rent a champion you want to your team for 1 day.	
Booster			
booster_player	Exp Bonus	Exp bonus booster. You will be able to use it someday.	
booster_char	Expertise Bonus	Expertise bonus booster. You will be able to use it someday.	
booster_coin	Coin Bonus	Coin Bonus booster. You will be able to use it someday.	
booster_rampage	Rampage Bonus	Rampage bonus booster. You will be able to use it someday.	
booster_clear_stamina	Refresh Stamina	The item to refresh champion stamina. You will be able to use it someday.	
booster_protect_rank	Rank Protection	The item to protect your rank. You will be able to use it someday.	
booster_player_x2	Double Exp Bonus	Double Exp bonus booster. You will be able to use it one someday.	
booster_giftcoin	Rampage Coin Bonus	Rampage Coin bonus booster. You will be able to use it one someday.	
MissionData			
ms_daily_endgame	End 3 matches	End the competition 3 matches	
ms_daily_win	Daily First Win	Daily First Win	
ms_daily_hit	Hit enemy 5 times	Hit enemy 5 times	
ms_daily_hit2	Double hits	Double hits	
ms_daily_firstblood	First blood	First blood	
ms_daily_trap	Trap Work	The trap is working	
ms_daily_airdrop	Get all on the way	Collect AirDrop	
ms_daily_flag	Collect 3 flags	Collect 3 flags	
ms_daily_kill	Kill an enemy	Kill an enemy	
ms_daily_aoe	AOE Attack	AOE Attack!	
ms_daily_shot	Hawkeye Attack	Hawkeye Attack	
ms_daily_scanner	Stealth Scanner!	Stealth Scanner!	
ms_daily_win_duel	The Winner of {@mode_duel}	The Winner of {@mode_duel}	
ms_daily_win_ffa	The Winner of {@mode_ffa}	The Winner of {@mode_ffa}	
AchievementData			
acm_mvp_perfectwin	Perfect Win!	Gain MVP Perfect Win	
acm_mvp_arsenal	The Playful	Gain MVP Playful	
acm_mvp_hawkeye	The Hawk-eyed	Gain MVP Hawk-eyed	
acm_mvp_activist	The Fervant	Gain MVP Fervant	
acm_mvp_hunter	The Hunter	Gain MVP Hunter	
acm_mvp_deep	The Shadow	Gain MVP Shadow	
acm_mvp_noob	The Noob	Gain MVP Noob	
acm_win	The Winner!	Win a match for the first time	
acm_win_duel	The Winner of the Duel	Win a match in Duel Mode	
acm_win_ffa	The Winner of All	Win a match in Free For All Mode	
acm_lose	Never Surrender!	You lose but still keep fighting	
acm_endgame	Till the End	Complete a match and still alive	
acm_flag	Flag Collector	Collect the flag	
acm_flag_lucky	Flag Of A Lucky Man	A new flag appears at your block	
acm_flag_missing	Missing Flag	A trap bounces you out while getting a flag	
acm_firstblood	First Blood Champion	Deal the first damage to an enemy in a match	
acm_hit_1	Hit The Enemy	Hit the enemy 	
acm_hit_2	Double Hits!	Double hits in one turn	
acm_hit_3	Triple Hits!	Triple hits in one turn	
acm_kill	Time To Kill	Kill The Enemy	
acm_kill_2	Double Kills	Kill two enemies in one turn	
acm_kill_3	Triple Kills	Kill three enemies in one turn	
acm_kill_all	Slayer	Kill all enemies in a match	
acm_hitshot	Hawkeye Attack	Precisely attack the enemy	
acm_scanner	Stealth Scanner	Find at least one enemy while using Bug Scanner	
acm_recycle	Recycling	Recycling an item to get Energy	
acm_use_trap	Trapper	Place a trap	
acm_trap	Trap Work!	Enemy was trapped	
acm_env_collect	Get All On The Way	Get an item from the Airdrop	
acm_env_destroy	Not An Environmentalist	Destroy the environmental items	
acm_use_dig	Digger	Dig a block	
acm_use_action	Use Item	Use any Item	
acm_use_ability	Use Ability	Use any Ability	
acm_use_aoe	AOE Attack	Attack the enemy with AOE effects	
acm_use_supply	Energized!	Drink water to get more Energy	
acm_env_hide	Stay Frosty	Hide in a bush	
acm_perfectsurvivor	Can't Touch Me	Didn't get any damage in a match	
acm_gact_damage	Bad Luck	Getting damage from game events.	
acm_betrapped	Trapped	You're trapped	
acm_rank_1	Silver Rank	Reach Rank Silver	
acm_rank_2	Gold Rank	Reach Rank Gold	
acm_rank_3	Platinum Rank	Reach Rank Platinum	
acm_rank_4	Diamond Rank	Reach Rank Diamond	
acm_rank_5	Master Rank	Reach Rank Master	
acm_rampage	Best Rampage	Achieve the highest Rampage Points	
acm_gacha_gift	Congratulations!	Open Rampage Chest	
acm_playerlv	Skill Matters	Player Level-up!	
acm_character	New Friends!	Unlock New Champion	
acm_character_rent	Let's Try	Rent The Champion	
acm_character_repeat	My champion love me..	My champion love me..	
acm_ability	Path to Mastery	Unlock Champion's Ability	
acm_ability_full	Mastery Is Me!	Unlock Full Abilities	
acm_character_lv3	Champion Reach Level 3 	Champion achieved Level 3	
acm_character_lv5	Champion Reach Level 5	Champion achieved Level 5	
acm_character_lv10	Champion Reach Max Level	Champion achieved Level 10	
acm_costume_skin	Dress Up!	Unlock new skin	
acm_costume_accessory	Accessories Are Necessary	Unlock new accessory	
acm_costumeEquip	Cool!	Equip new costume	
acm_gacha_sachet	Fashionista	Open Sachet	
acm_get_coin	Coin Collector	Get Coin	
acm_get_gem	Gem Collector	Get Gem	
acm_get_jigsaw	Jigsaw Collector	Get Jigsaw	
acm_get_leaf	Leafpoint Collector	Get Leafpoint	
acm_get_material	Material Collector	Get Material	
acm_login	The Real Champion	Continue Login	
acm_mission	Mission Completed	Complete the mission	
acm_blessing	Be Blessed!	Use Blessing Bonus	
acm_spend_coin	Coin Spender	Spend Coin	
acm_spend_gem	Gem Spender	Spend Gem	
acm_spend_jigsaw	Jigsaw Spender	Spend Jigsaw	
acm_exchange	Trader	Exchange items	
acm_buypocket	Safety First	Bring Pocket Items to fight	
acm_addfriend	Team up!	Play with friends	
acm_playprivate	This Is A Playground!	Play with friend	
acm_chat	The Friendzone	Chat with friend	
acm_sticker	Got A Sticker!	Use Sticker to chat	
Environment			
env_0	Sapling	The sprout that grows up in the middle of the arena. Blocks the champion's path and space.	
env_1	Rock	A huge bolder, an obstacle. Blocks the champion's path and space.	
env_2	Log	A large log, an obstacle. Blocks the champion's path and space.	
env_3	Grass	Just a normal grass	
env_4	Bush	A shaggy bush in the arena. Can be used for hiding despite it isn't a grass. Helps champions cover up their location. 	
env_5	Ramp	A tall watchtower that can be used to observe all enemies, but being up on the tower, it reveals your location and you can be targeted	
env_6	Bottle Cap	A durable bottle cap. Can be used for hiding. It also blocks damage from enemies' weapons, but hiding in there the champions can't attack the outside.	
env_7	Tree 1	A tree that grows up in the middle of the arena. Can be used for hiding from all harm. It will block damage from all kinds of enemies' weapons, as long as it still stands there.	
env_8	Tree 2	A tree that grows up in the middle of the arena. Can be used for hiding from all harm. It will block damage from all kinds of enemies' weapons, as long as it still stands there.	
env_9	Bridge	A wooden bridge. You can cross to the other side area.	
env_10	Flytrap 	The carnivorous plant is an arch-enemy of insectkind. When the bug comes nearby, It will randomly bite. You'll be damaged when get bitten.	
env_11	Oil	Barrel of oil. Sensitive to weapons that make sparks. Cause widespread damage.	
env_12	What Box	Mysterious box. Things inside are still unknown.	
env_flag_0	Flag	Flag of victory, the greatest goal of all champions. Only collect 3 of these victory flags and  you'll be the winner.	
env_act_0	Landmine	Exploding trap, ready to detonate when someone careless step on. It'll be hidden to enemies, then only the owner can see it on the arena.	
env_act_1	Firewall	Flames lit by explosion fragments. This burning blaze isn't friendly to insects, and no one wants to see it closer for sure.	
env_act_2	TrapSplit	Wide radius exploding trap, ready to detonate when someone careless step on. It'll be hidden to enemies, only the owner can see it on the arena.	
env_act_3	Scarecrow	Farmer's scarecrow. Put on the arena to blocks the champion's path and space.	
env_act_4	Sping	Jumbo spring that can make you soar to the most unexpected place.	
env_act_5	Prison	Cage trap, ready to trigger when someone careless step on. It'll be hidden to enemies, only the owner can see it on the arena.	
env_act_6	Turret Machine	A machine made out of junk in the arena. Can transform into a deadly turret but it takes quite a long time to build.	
env_act_7	Web	Spider web trap, ready to trigger when someone careless step on. It'll be hidden to enemies, only the owner can see it on the arena.	
